 sp           -279.95,8.94,808.70    17.88    255,255,0    0.59    0.69    2.05
 sp           115.25,2.03,-45.26    4.05    255,255,0    0.21    0.12    2.16
 sp           838.39,6.20,131.29    12.41    255,255,0    0.45    0.02    1.63
 sp           349.68,6.70,-647.38    13.41    255,255,0    0.77    0.25    1.83
 sp           -195.56,3.93,-245.16    7.87    255,255,0    0.48    0.74    1.35
 sp           59.99,1.95,-77.28    3.89    255,255,0    0.95    0.14    1.42
 sp           162.50,5.77,803.13    11.54    255,255,0    0.14    0.46    1.36
 sp           490.23,6.54,733.88    13.09    255,255,0    0.07    0.35    1.53
 sp           -396.80,7.13,433.50    14.26    255,255,0    0.22    0.78    1.85
 sp           246.52,6.95,915.98    13.91    255,255,0    0.14    0.91    2.01
 sp           -555.90,2.24,-120.22    4.47    255,255,0    0.33    0.39    1.41
 sp           216.76,2.58,937.43    5.15    255,255,0    0.14    0.10    1.96
 sp           -245.72,5.56,699.29    11.12    255,255,0    0.99    0.92    2.29
 sp           -306.73,6.17,-555.15    12.34    255,255,0    0.03    0.45    1.53
 sp           187.96,3.81,-861.14    7.63    255,255,0    0.26    0.21    1.33
 sp           863.10,6.96,-137.36    13.92    255,255,0    0.07    0.76    1.07
 sp           -314.99,1.17,-266.49    2.33    255,255,0    0.52    0.51    1.18
 sp           328.60,9.04,751.20    18.08    255,255,0    0.52    0.22    1.17
 sp           -807.94,6.06,-500.14    12.12    255,255,0    0.45    0.84    1.95
 sp           296.03,1.27,-800.16    2.55    255,255,0    0.70    0.44    1.60
 sp           624.28,6.95,563.74    13.89    255,255,0    0.71    0.30    2.32
 sp           643.26,2.19,-200.61    4.39    255,255,0    0.38    0.85    2.47
 sp           -969.38,1.68,226.99    3.37    255,255,0    0.86    0.60    1.16
 sp           -743.46,2.86,-505.68    5.73    255,255,0    0.16    0.94    1.97
 sp           -82.75,7.54,1.61    15.09    255,255,0    0.24    0.31    1.76
 sp           574.11,2.91,680.50    5.82    255,255,0    0.92    0.22    1.09
 sp           792.97,7.09,-521.38    14.17    255,255,0    0.97    0.10    1.41
 sp           -426.57,5.21,-235.01    10.41    255,255,0    0.94    0.94    1.19
 sp           -454.47,9.48,281.61    18.97    255,255,0    0.78    0.55    2.44
 sp           188.68,8.21,-335.84    16.43    255,255,0    0.81    0.25    1.04
 sp           90.80,4.24,-758.05    8.48    255,255,0    0.82    0.20    1.88
 sp           -313.81,9.70,-25.24    19.39    255,255,0    0.81    0.42    2.36
 sp           137.81,9.49,-516.03    18.97    255,255,0    0.51    0.02    1.73
 sp           -54.78,8.38,236.10    16.76    255,255,0    0.27    0.42    1.11
 sp           -401.13,2.98,-412.02    5.97    255,255,0    0.56    0.84    1.51
 sp           848.64,5.88,320.12    11.75    255,255,0    0.51    0.00    1.04
 sp           248.98,7.19,666.68    14.38    255,255,0    0.11    0.31    1.46
 sp           864.87,7.57,159.95    15.15    255,255,0    0.00    0.88    1.04
 sp           131.78,5.72,-264.24    11.43    255,255,0    0.11    0.88    1.79
 sp           -725.75,4.07,-298.73    8.13    255,255,0    0.59    0.73    1.14
 sp           -975.89,4.74,-176.59    9.48    255,255,0    0.68    0.04    1.37
 sp           -272.22,5.99,-702.77    11.99    255,255,0    0.67    0.08    1.20
 sp           -199.54,1.13,-829.22    2.26    255,255,0    0.42    0.31    1.69
 sp           -422.71,8.43,751.81    16.86    255,255,0    0.81    0.98    2.05
 sp           -320.54,1.47,-758.31    2.95    255,255,0    0.68    0.71    2.17
 sp           548.60,2.75,445.77    5.50    255,255,0    0.19    0.40    1.35
 sp           987.91,5.14,-134.80    10.28    255,255,0    0.13    0.83    1.82
 sp           -713.52,8.70,-484.86    17.40    255,255,0    0.60    0.55    2.10
 sp           -146.12,7.44,-282.35    14.87    255,255,0    0.13    0.70    2.25
 sp           -637.38,5.92,-241.85    11.84    255,255,0    0.96    0.15    1.40
 sp           -683.48,7.02,-313.30    14.04    255,255,0    0.39    0.78    1.65
 sp           535.82,8.78,552.58    17.56    255,255,0    0.23    0.91    2.05
 sp           258.47,5.51,299.16    11.02    255,255,0    0.36    0.08    2.29
 sp           823.97,9.44,-226.73    18.87    255,255,0    0.46    0.35    1.14
 sp           457.26,4.91,17.65    9.81    255,255,0    0.40    0.90    1.32
 sp           658.10,9.93,331.01    19.87    255,255,0    0.69    0.89    2.35
 sp           691.82,7.05,314.40    14.10    255,255,0    0.71    0.73    2.32
 sp           -472.29,3.38,290.22    6.76    255,255,0    0.20    0.10    1.92
 sp           -416.23,2.11,665.21    4.23    255,255,0    0.73    0.23    1.03
 sp           665.75,3.23,-714.51    6.46    255,255,0    0.78    0.49    1.82
 sp           850.32,6.22,-393.68    12.43    255,255,0    0.19    0.50    2.03
 sp           608.86,5.65,592.46    11.29    255,255,0    0.93    0.52    2.12
 sp           899.02,8.25,-71.00    16.49    255,255,0    0.64    0.40    1.84
 sp           -566.41,7.30,-535.23    14.61    255,255,0    0.46    0.01    1.28
 sp           -580.01,6.05,-131.91    12.10    255,255,0    0.14    0.36    2.30
 sp           448.15,4.32,97.43    8.63    255,255,0    0.41    0.35    1.25
 sp           847.64,7.18,-437.38    14.37    255,255,0    0.67    0.23    1.23
 sp           -49.58,5.96,734.35    11.92    255,255,0    0.03    0.08    2.18
 sp           842.40,2.63,114.15    5.27    255,255,0    0.44    0.77    1.92
 sp           736.74,5.71,271.25    11.42    255,255,0    0.24    0.04    2.31
 sp           -196.36,2.42,934.18    4.84    255,255,0    0.09    0.64    1.58
 sp           -519.32,3.30,-775.42    6.61    255,255,0    0.79    0.15    1.51
 sp           149.51,9.00,756.33    17.99    255,255,0    0.37    0.80    1.67
 sp           102.54,2.91,-515.27    5.83    255,255,0    0.17    0.25    1.19
 sp           330.42,8.23,-296.37    16.45    255,255,0    0.54    0.75    2.16
 sp           399.71,4.66,684.93    9.33    255,255,0    0.09    0.08    1.78
 sp           -310.76,6.98,748.31    13.96    255,255,0    0.68    0.45    1.81
 sp           -963.25,6.26,-260.22    12.52    255,255,0    0.23    0.54    2.25
 sp           -770.69,3.68,-312.66    7.36    255,255,0    0.92    0.89    1.08
 sp           375.34,9.04,170.80    18.09    255,255,0    0.09    0.67    2.46
 sp           228.43,8.66,-962.67    17.31    255,255,0    0.28    0.70    1.45
 sp           642.71,2.06,-447.71    4.13    255,255,0    0.16    0.29    1.73
 sp           495.53,1.22,50.84    2.45    255,255,0    0.58    0.88    2.05
 sp           48.64,1.42,990.08    2.84    255,255,0    0.82    0.91    2.40
 sp           745.97,5.66,200.66    11.32    255,255,0    0.77    0.70    1.29
 sp           486.02,2.89,-381.31    5.79    255,255,0    0.59    0.59    2.37
 sp           786.11,2.71,-181.19    5.42    255,255,0    0.01    0.57    1.73
 sp           -1.72,1.09,-358.91    2.18    255,255,0    0.52    0.90    2.34
 sp           -545.78,8.97,-153.02    17.94    255,255,0    0.27    0.25    2.20
 sp           -587.16,4.58,-763.38    9.17    255,255,0    0.72    0.88    1.14
 sp           832.24,4.62,255.83    9.25    255,255,0    0.13    0.22    2.49
 sp           -539.33,9.76,-748.61    19.51    255,255,0    0.71    0.62    1.44
 sp           449.24,2.73,-702.54    5.47    255,255,0    0.61    0.38    1.92
 sp           0.27,8.75,299.67    17.51    255,255,0    0.30    0.86    2.47
 sp           579.48,5.43,-6.75    10.87    255,255,0    0.19    0.62    2.07
 sp           -633.48,8.46,327.43    16.92    255,255,0    0.58    0.89    2.43
 sp           112.83,6.21,217.63    12.43    255,255,0    0.85    0.33    2.09
 sp           317.55,7.78,-103.15    15.56    255,255,0    0.52    0.75    1.91
 sp           0.13,2.71,-114.31    5.43    255,255,0    0.36    0.23    2.03
 sp           714.79,3.79,-149.88    7.58    255,255,0    0.57    0.61    2.46
 sp           -199.66,8.81,-616.47    17.62    255,255,0    0.35    0.75    1.72
 sp           867.43,8.29,196.21    16.58    255,255,0    0.66    0.64    2.14
 sp           530.78,2.86,-401.03    5.73    255,255,0    0.52    0.82    2.43
 sp           -742.35,4.57,-360.36    9.13    255,255,0    0.32    0.68    1.94
 sp           -987.70,1.49,83.97    2.97    255,255,0    0.32    0.11    1.99
 sp           -419.23,8.69,27.32    17.37    255,255,0    0.16    0.87    1.90
 sp           270.49,2.80,603.80    5.61    255,255,0    0.45    0.46    2.26
 sp           -591.87,2.26,-542.16    4.53    255,255,0    0.41    0.75    2.44
 sp           -270.95,3.52,753.45    7.04    255,255,0    0.76    0.20    2.45
 sp           -220.48,5.56,-595.90    11.12    255,255,0    0.44    0.52    1.93
 sp           207.45,5.47,-495.85    10.93    255,255,0    0.74    0.66    1.37
 sp           -87.82,1.34,243.96    2.67    255,255,0    0.08    0.73    2.27
 sp           -579.75,8.32,376.16    16.64    255,255,0    0.21    0.25    1.62
 sp           -432.88,7.44,233.57    14.89    255,255,0    0.78    0.36    1.57
 sp           962.26,9.96,-88.40    19.92    255,255,0    0.02    0.53    2.09
 sp           729.63,4.70,484.40    9.41    255,255,0    0.68    0.95    1.99
 sp           116.74,3.63,-491.98    7.25    255,255,0    0.27    0.03    1.98
 sp           307.37,7.47,-883.63    14.93    255,255,0    0.06    0.20    2.15
 sp           -488.22,7.92,331.19    15.84    255,255,0    0.63    0.65    1.34
 sp           -302.73,5.49,60.18    10.98    255,255,0    0.76    0.21    1.68
 sp           -155.31,4.81,-394.45    9.62    255,255,0    0.10    0.86    2.02
 sp           -221.28,7.40,-728.77    14.81    255,255,0    0.04    0.79    2.15
 sp           521.82,9.76,699.68    19.52    255,255,0    0.53    0.11    1.96
 sp           -403.14,3.57,470.42    7.14    255,255,0    0.52    0.36    2.43
 sp           -441.31,5.33,417.82    10.65    255,255,0    0.78    0.47    2.03
 sp           -537.82,9.93,783.09    19.86    255,255,0    0.65    0.99    2.28
 sp           -335.79,9.90,-243.27    19.80    255,255,0    0.04    0.42    2.17
 sp           626.44,6.65,-636.80    13.30    255,255,0    0.79    0.71    2.10
 sp           -150.04,5.22,-980.31    10.44    255,255,0    0.71    0.53    2.24
 sp           322.11,5.84,624.07    11.68    255,255,0    0.14    0.59    1.01
 sp           662.03,9.09,642.33    18.18    255,255,0    0.82    0.48    2.33
 sp           352.19,3.39,615.73    6.79    255,255,0    0.66    0.85    2.03
 sp           -858.58,6.22,-98.07    12.44    255,255,0    0.80    0.88    1.88
 sp           -453.81,2.10,172.65    4.20    255,255,0    0.10    0.25    2.40
 sp           280.31,5.72,-221.59    11.44    255,255,0    0.65    0.22    1.52
 sp           92.12,8.39,-913.59    16.78    255,255,0    0.43    0.72    1.94
 sp           399.75,5.33,-231.75    10.65    255,255,0    0.39    0.83    1.22
 sp           -489.94,6.37,795.37    12.73    255,255,0    0.83    0.70    1.71
 sp           -151.10,1.53,950.16    3.05    255,255,0    0.55    0.08    1.46
 sp           -655.00,7.10,-310.84    14.20    255,255,0    0.80    0.04    1.09
 sp           -435.25,9.00,-137.78    18.00    255,255,0    0.43    0.69    2.18
 sp           -952.06,5.40,41.92    10.80    255,255,0    0.50    0.95    1.70
 sp           109.49,5.87,-15.64    11.74    255,255,0    0.86    0.97    1.39
 sp           111.63,6.61,957.73    13.22    255,255,0    0.47    0.33    1.80
 sp           -140.51,8.91,5.01    17.81    255,255,0    0.11    0.30    2.38
 sp           -660.79,4.19,173.19    8.37    255,255,0    0.06    0.01    1.06
 sp           -332.27,5.56,68.91    11.12    255,255,0    0.80    0.09    2.50
 sp           -322.92,9.75,899.77    19.50    255,255,0    0.60    0.51    2.43
 sp           507.81,8.05,-186.76    16.10    255,255,0    0.63    0.51    1.13
 sp           818.71,7.20,484.83    14.39    255,255,0    0.95    0.59    2.09
 sp           21.36,3.35,843.03    6.70    255,255,0    0.02    0.72    1.53
 sp           -560.38,2.71,256.90    5.41    255,255,0    0.00    0.26    2.06
 sp           530.20,2.17,451.00    4.34    255,255,0    0.45    0.68    2.08
 sp           -639.19,6.75,-628.56    13.51    255,255,0    0.44    0.20    1.54
 sp           584.18,4.74,-562.18    9.49    255,255,0    0.09    0.21    1.11
 sp           362.70,6.16,-268.77    12.32    255,255,0    0.87    0.37    2.25
 sp           149.26,6.85,-80.60    13.71    255,255,0    0.96    0.22    1.56
 sp           -815.54,1.46,356.84    2.92    255,255,0    0.81    0.86    1.36
 sp           -101.87,4.96,-399.06    9.91    255,255,0    0.81    0.09    1.99
 sp           -553.53,8.79,-630.04    17.58    255,255,0    0.29    0.08    1.02
 sp           -522.65,4.39,529.55    8.78    255,255,0    0.81    0.64    2.12
 sp           292.80,2.85,-579.44    5.70    255,255,0    0.30    0.17    1.65
 sp           447.41,9.71,-850.75    19.41    255,255,0    0.96    0.52    1.40
 sp           -199.94,4.24,-337.96    8.49    255,255,0    0.06    0.55    1.82
 sp           -375.68,1.26,797.47    2.53    255,255,0    0.06    0.55    1.36
 sp           -473.45,4.71,683.90    9.42    255,255,0    0.69    0.51    2.02
 sp           604.21,7.76,-523.20    15.53    255,255,0    0.77    0.20    1.41
 sp           -925.04,6.46,197.64    12.91    255,255,0    0.40    0.66    1.24
 sp           886.86,1.08,162.84    2.15    255,255,0    0.57    0.52    1.14
 sp           -530.16,4.43,-699.99    8.85    255,255,0    0.65    0.84    2.34
 sp           -352.29,2.20,291.19    4.41    255,255,0    0.08    0.42    1.50
 sp           -299.08,9.38,-94.74    18.77    255,255,0    0.96    0.85    1.88
 sp           -765.90,2.53,588.05    5.07    255,255,0    0.13    0.37    2.03
 sp           -559.24,5.64,-335.30    11.29    255,255,0    0.21    0.33    1.60
 sp           505.87,5.97,125.18    11.95    255,255,0    0.13    0.21    1.59
 sp           -941.57,1.38,66.93    2.75    255,255,0    0.16    0.61    1.69
 sp           -8.44,9.19,918.48    18.37    255,255,0    0.43    0.92    2.14
 sp           -627.06,9.28,-683.35    18.57    255,255,0    0.87    0.38    1.38
 sp           -221.29,6.22,185.59    12.45    255,255,0    0.79    0.35    1.21
 sp           481.34,8.98,17.35    17.95    255,255,0    0.78    0.67    1.74
 sp           -521.60,5.09,-664.89    10.17    255,255,0    0.15    0.59    1.56
 sp           817.47,4.63,221.99    9.25    255,255,0    0.46    0.80    1.84
 sp           272.12,5.79,-879.41    11.59    255,255,0    0.22    0.85    2.32
 sp           -280.86,4.22,-606.35    8.44    255,255,0    0.71    0.94    2.30
 sp           94.83,3.71,-784.55    7.41    255,255,0    0.92    0.02    2.37
 sp           -359.26,7.38,-41.42    14.77    255,255,0    0.88    0.86    1.57
 sp           643.19,4.96,-2.77    9.93    255,255,0    0.35    0.72    1.44
 sp           -85.14,2.32,-229.41    4.64    255,255,0    1.00    0.48    1.16
 sp           828.74,7.38,-472.43    14.77    255,255,0    0.62    0.15    1.86
 sp           -111.46,8.07,-357.26    16.14    255,255,0    0.74    0.55    2.29
 sp           -546.90,6.83,-709.95    13.65    255,255,0    0.65    0.60    1.05
 sp           600.97,5.60,196.59    11.20    255,255,0    0.91    0.30    1.81
 sp           -759.78,5.33,-394.65    10.65    255,255,0    0.35    0.22    2.12
 sp           263.30,8.71,688.90    17.42    255,255,0    0.70    0.29    1.27
 sp           -24.03,7.59,-948.56    15.18    255,255,0    0.35    0.25    2.32
 sp           79.38,4.40,225.56    8.81    255,255,0    0.08    0.73    2.02
 sp           115.02,9.08,-833.73    18.16    255,255,0    0.30    0.14    2.11
 sp           -616.56,6.25,548.91    12.50    255,255,0    0.05    0.48    2.31
 sp           918.30,2.35,-373.78    4.70    255,255,0    0.84    0.31    1.08
 sp           -367.01,7.86,-325.26    15.72    255,255,0    0.39    0.88    1.56
 sp           -92.15,2.72,22.94    5.43    255,255,0    0.35    0.81    1.50
 sp           347.35,6.26,-892.72    12.53    255,255,0    0.55    0.28    1.82
 sp           -113.93,8.76,-520.96    17.53    255,255,0    0.59    0.08    1.26
 sp           297.02,5.58,-214.79    11.16    255,255,0    0.41    0.79    1.58
 sp           570.62,4.06,120.53    8.12    255,255,0    0.89    0.01    2.28
 sp           -832.40,6.98,-267.78    13.96    255,255,0    0.42    0.46    2.00
 sp           50.98,7.51,-739.28    15.02    255,255,0    0.11    0.68    1.01
 sp           319.45,3.19,-762.21    6.38    255,255,0    0.52    0.71    1.48
 sp           387.56,7.41,-279.50    14.82    255,255,0    0.20    0.77    1.75
 sp           177.09,1.54,112.16    3.07    255,255,0    0.93    0.45    1.11
 sp           559.52,4.96,65.75    9.92    255,255,0    0.44    0.95    2.34
 sp           -771.43,1.24,-48.45    2.49    255,255,0    0.84    0.59    2.05
 sp           683.11,8.40,-508.46    16.79    255,255,0    0.08    0.77    1.80
 sp           -191.29,9.04,-76.30    18.09    255,255,0    0.12    0.66    2.00
 sp           231.56,2.99,-493.94    5.97    255,255,0    0.68    0.18    2.00
 sp           -621.72,2.38,-188.64    4.75    255,255,0    0.09    0.52    1.94
 sp           -774.55,2.93,-284.60    5.86    255,255,0    0.82    0.20    1.69
 sp           -658.50,7.21,377.02    14.43    255,255,0    0.06    0.80    1.53
 sp           457.89,6.47,-158.57    12.94    255,255,0    0.95    0.10    2.18
 sp           238.29,7.75,690.66    15.51    255,255,0    0.82    0.03    1.23
 sp           206.05,1.30,-534.11    2.61    255,255,0    0.82    0.05    1.35
 sp           -443.95,5.66,371.56    11.31    255,255,0    0.51    0.86    1.31
 sp           103.14,4.88,299.87    9.76    255,255,0    0.16    0.60    1.79
 sp           62.85,7.84,235.45    15.69    255,255,0    0.57    0.44    2.21
 sp           596.66,5.45,426.78    10.91    255,255,0    0.32    0.22    1.53
 sp           42.61,3.45,-166.69    6.90    255,255,0    0.53    0.97    2.38
 sp           -18.27,7.66,-847.44    15.32    255,255,0    0.86    0.78    2.17
 sp           597.06,4.72,-675.71    9.43    255,255,0    0.56    0.73    2.27
 sp           -264.06,6.05,51.45    12.11    255,255,0    0.86    0.84    2.17
 sp           -572.02,2.78,-274.82    5.57    255,255,0    0.49    0.89    1.25
 sp           -183.08,3.65,715.87    7.29    255,255,0    0.93    0.35    1.56
 sp           340.70,2.31,-575.00    4.62    255,255,0    0.45    0.48    2.16
 sp           -507.96,9.45,-435.93    18.89    255,255,0    0.66    0.84    2.00
 sp           14.40,2.73,-582.00    5.45    255,255,0    0.07    0.07    1.05
 sp           700.79,4.56,-428.58    9.12    255,255,0    0.05    0.77    1.44
 sp           -570.02,2.33,-639.15    4.67    255,255,0    0.51    0.11    1.75
 sp           758.66,7.38,561.76    14.77    255,255,0    0.03    0.23    1.29
 sp           603.00,5.27,-44.52    10.55    255,255,0    0.74    0.14    1.47
 sp           -187.86,5.72,287.73    11.45    255,255,0    0.60    0.71    1.90
 sp           261.57,8.94,126.24    17.88    255,255,0    0.03    0.61    1.98
 sp           -366.93,8.51,653.39    17.03    255,255,0    0.46    0.34    2.42
 sp           -322.51,6.15,563.36    12.30    255,255,0    0.65    0.19    1.32
 sp           -640.64,9.36,571.07    18.72    255,255,0    0.78    0.42    1.74
 sp           -373.75,9.37,518.46    18.75    255,255,0    0.15    0.22    1.40
 sp           638.85,7.49,712.59    14.98    255,255,0    0.78    0.72    2.14
 sp           570.63,7.59,427.13    15.18    255,255,0    0.00    0.89    1.78
 sp           -155.13,4.39,-343.24    8.78    255,255,0    0.53    0.64    1.20
 sp           445.45,5.91,765.28    11.82    255,255,0    0.20    0.70    1.60
 sp           850.36,2.10,-41.18    4.19    255,255,0    0.69    0.69    1.27
 sp           -534.81,9.05,-44.56    18.09    255,255,0    0.96    0.48    2.18
 sp           -34.52,5.11,-180.75    10.23    255,255,0    0.42    0.83    2.18
 sp           587.51,4.84,-283.55    9.68    255,255,0    0.93    0.81    1.32
 sp           -420.45,1.89,75.08    3.78    255,255,0    0.84    0.74    2.20
 sp           -283.11,9.76,-290.66    19.51    255,255,0    0.54    0.59    1.68
 sp           -133.65,9.37,104.33    18.74    255,255,0    0.22    0.03    1.51
 sp           355.18,2.54,-96.38    5.09    255,255,0    0.46    0.25    1.79
 sp           -787.60,8.94,-69.65    17.88    255,255,0    0.21    0.30    1.94
 sp           -987.64,3.61,73.97    7.22    255,255,0    0.29    0.90    1.97
 sp           -481.08,3.09,-131.09    6.18    255,255,0    0.71    0.87    2.18
 sp           279.61,8.37,-823.59    16.74    255,255,0    0.98    0.77    1.41
 sp           -698.63,5.65,-542.45    11.30    255,255,0    0.68    0.12    2.04
 sp           813.89,5.12,-139.96    10.23    255,255,0    0.53    0.44    2.49
 sp           641.09,9.01,445.64    18.02    255,255,0    0.47    0.98    1.49
 sp           394.75,2.73,384.60    5.45    255,255,0    0.48    0.33    1.42
 sp           -398.58,1.41,-377.36    2.82    255,255,0    0.57    0.46    1.41
 sp           560.04,6.56,-665.43    13.13    255,255,0    0.94    0.07    1.07
 sp           -211.18,5.36,209.33    10.72    255,255,0    0.39    0.43    1.31
 sp           -443.06,2.70,781.07    5.41    255,255,0    0.60    0.59    2.32
 sp           -850.96,5.73,-259.58    11.45    255,255,0    0.12    0.94    2.48
 sp           -210.12,2.17,-940.04    4.33    255,255,0    0.79    0.81    1.45
 sp           -91.08,9.78,-717.02    19.56    255,255,0    0.94    0.53    1.60
 sp           -708.08,3.62,617.37    7.25    255,255,0    0.34    0.41    2.32
 sp           -565.73,9.54,-588.31    19.08    255,255,0    0.43    0.28    1.48
 sp           912.28,3.35,-198.59    6.70    255,255,0    0.94    0.80    1.44
 sp           -854.27,1.91,167.68    3.82    255,255,0    0.37    0.99    2.27
 sp           481.56,9.91,-110.76    19.81    255,255,0    0.72    0.38    1.78
 sp           -765.09,3.96,58.76    7.91    255,255,0    0.41    0.86    2.11
 sp           -423.34,9.51,-836.16    19.02    255,255,0    0.24    0.51    1.34
 sp           112.66,6.64,-61.93    13.28    255,255,0    0.82    0.41    1.63
 sp           -783.56,1.06,-29.60    2.11    255,255,0    0.21    0.85    2.49
 sp           -885.68,4.97,191.37    9.94    255,255,0    0.05    0.31    2.24
 sp           132.73,4.18,-140.69    8.37    255,255,0    0.89    0.84    1.33
 sp           269.00,3.70,-746.15    7.41    255,255,0    0.58    0.36    2.22
 sp           709.99,2.62,691.98    5.24    255,255,0    0.86    0.06    1.05
 sp           -403.27,9.48,-682.09    18.97    255,255,0    0.12    0.73    1.56
 sp           389.87,4.04,-490.84    8.08    255,255,0    1.00    0.83    2.05
 sp           617.35,6.60,281.42    13.21    255,255,0    0.09    0.07    1.54
 sp           261.80,5.79,890.68    11.59    255,255,0    0.57    0.07    1.39
 sp           891.86,8.90,88.95    17.81    255,255,0    0.16    0.24    1.20
 sp           -10.53,9.71,-530.47    19.41    255,255,0    0.20    0.04    1.91
 sp           638.51,7.13,-731.07    14.27    255,255,0    0.18    0.92    1.91
 sp           -228.41,4.59,771.57    9.19    255,255,0    0.65    0.89    1.07
 sp           107.15,1.54,-818.64    3.07    255,255,0    0.81    0.04    1.91
 sp           379.26,8.59,-613.05    17.18    255,255,0    0.82    0.69    1.12
 sp           579.19,2.10,769.92    4.19    255,255,0    0.40    0.70    1.38
 sp           -747.50,6.01,-17.54    12.01    255,255,0    0.19    0.30    1.89
 sp           267.54,5.27,629.39    10.54    255,255,0    0.71    0.60    1.54
 sp           -466.69,2.95,539.69    5.91    255,255,0    0.33    0.86    1.20
 sp           485.67,6.06,-762.17    12.13    255,255,0    0.30    0.30    2.30
 sp           -694.77,3.49,-118.07    6.98    255,255,0    0.51    0.27    1.42
 sp           151.46,4.24,-269.76    8.47    255,255,0    0.52    0.63    1.19
 sp           15.40,4.64,-440.31    9.27    255,255,0    0.37    0.17    1.75
 sp           -538.31,3.05,699.62    6.10    255,255,0    0.90    0.00    2.00
 sp           -639.80,9.49,28.98    18.99    255,255,0    0.46    0.09    1.46
 sp           636.89,9.47,226.73    18.93    255,255,0    0.95    0.35    2.35
 sp           -162.01,6.15,-893.71    12.29    255,255,0    0.92    0.28    1.63
 sp           -707.95,4.82,-625.37    9.63    255,255,0    0.81    0.37    2.41
 sp           517.44,1.26,652.40    2.52    255,255,0    0.07    0.64    1.96
 sp           819.40,3.00,56.26    6.01    255,255,0    0.05    0.44    1.59
 sp           -661.62,1.68,-82.28    3.35    255,255,0    0.57    0.88    1.19
 sp           -718.25,4.71,591.90    9.42    255,255,0    0.56    0.94    1.90
 sp           849.40,8.14,31.22    16.28    255,255,0    0.95    0.58    1.66
 sp           190.67,1.27,183.18    2.55    255,255,0    0.59    0.50    1.84
 sp           627.00,1.02,100.66    2.05    255,255,0    0.21    0.72    1.69
 sp           -432.52,4.05,-422.59    8.11    255,255,0    0.41    0.43    1.20
 sp           -218.07,4.15,805.88    8.29    255,255,0    0.18    0.86    2.40
 sp           244.13,5.72,-96.78    11.44    255,255,0    0.65    0.04    1.04
 sp           -577.75,6.18,711.81    12.37    255,255,0    0.21    0.06    1.44
 sp           -701.17,1.05,169.20    2.11    255,255,0    0.23    0.01    2.48
 sp           -878.80,8.98,-200.97    17.97    255,255,0    0.41    0.58    2.11
 sp           -313.70,2.75,-588.46    5.51    255,255,0    0.87    0.86    1.36
 sp           -60.98,2.42,-433.88    4.84    255,255,0    0.77    0.96    1.76
 sp           -301.09,3.40,944.61    6.79    255,255,0    0.36    0.12    2.28
 sp           -293.39,3.33,-182.23    6.66    255,255,0    0.24    0.82    2.26
